State Station Lat Long Area
Imo Nekede 05°26’ 07°02’E 100

Humidity Pressure Windspeed Rainfall Radiation Tair Tearth-skin	Discharge
74.05	1003	0.9	53.3	16.66	24.49	24.17	9.57
74.76	1001.82	1.18	39.76	16.47	25.95	25.83	15.42
81.58	1002.29	1.98	93.85	15.62	26.31	26.45	17.31
83.7	1001.58	1.9	119.43	16.02	26.71	26.9	19.08
86.88	1002.83	1.81	400.63	13.3	25.71	25.78	14.71
86.63	1004.43	1.97	225.32	14.21	25.6	25.67	14.75
88.4	1005.14	2.7	344.44	15.36	24.26	24.31	8.35
85.79	1004.83	2.77	331.92	17.12	24.37	24.56	8.47
87.76	1004.66	2.44	301.03	15.45	24.64	24.79	10.43
88.82	1003.12	1.94	363.41	13.02	25.08	25.15	12.69
83.6	1002.62	0.34	244.33	13.46	24.46	24.3	11.36
75.05	1002.75	0.63	9.52	17.2	25.21	24.83	12.61
78.01	1002.15	0.65	49.57	15.88	25.56	25.51	15.19
73.88	1001.74	0.91	94.04	15.49	25.15	24.84	12.05
81.65	1001.47	1.32	432.17	14.83	25.81	25.8	14.34
86.1	1001.77	2.22	164.37	14.65	26.21	26.33	17.02
87.12	1002.82	1.85	335.76	13.76	25.81	25.88	15.29
89.58	1005.12	2.31	479.18	12.93	24.75	24.78	10.51
89.41	1005.09	2.68	273.06	14.26	23.97	23.99	7.88
87.93	1005.58	2.78	151.98	18.22	23.61	23.72	6.31
89.13	1004.51	2.54	419.47	14.84	24.4	24.48	8.96
89.73	1003.22	1.9	754.94	12.07	24.42	24.43	8.56
82.35	1002.76	0.9	210.02	15.98	24.55	24.51	10.94
77.83	1002.55	0.85	148.07	15.45	24.58	24.36	10.47
67.46	1003.58	3.87	0.02	19.7	20.93	20.57	8.14
72.66	1002.43	1	29.94	18.64	26.56	26.56	17.59
71.64	1001.76	1.01	36.35	20.15	27.22	27.2	19.54
83.26	1001.41	2	132.64	14.79	26.96	27.2	20.15
87.24	1002.14	2.05	294.93	14.46	25.99	26.06	15.81
88.41	1004.61	2.57	400.56	15.08	25.03	25.12	11.25
88.41	1005.12	2.79	344.07	15.73	24.19	24.25	7.95
88.09	1006.6	2.87	141.68	18.12	23.52	23.65	6.02
88.93	1004.89	2.34	314.94	14.07	24.23	24.3	9.13
87.1	1003.89	1.48	318.01	14.22	24.77	24.88	11.92
83.93	1004.26	1.25	125.34	15.02	25.34	25.45	14.67
80.29	1003.48	0.56	199.71	15.26	24.54	24.36	10.83
68.02	1002.67	1.36	3.77	19.16	23.28	22.47	2.28
79.61	1000.87	1.11	34.2	15.81	25.67	25.87	16.05
84.25	1000.77	2.14	149.43	14.33	25.89	26.02	15.85
85.76	1001.35	2.06	211.21	13.53	25.66	25.77	15.07
85.56	1001.9	1.75	203.57	14.65	25.65	25.78	15.23
86.89	1003.9	1.99	189.98	13.79	25.02	25.1	12.87
87.64	1003.98	2.27	351.77	13.32	24.39	24.49	9.7
87.62	1004.4	2.38	452.67	14.11	24.55	24.65	9.55
87.74	1003.62	1.99	284.17	14.53	24.67	24.73	11.04
89.03	1002.88	1.7	538.71	12.84	24.81	24.86	11.13
83.57	1002.75	1.02	161.39	14.63	25.17	25.12	13.72
76.45	1001.84	1	21.73	16.59	23.67	23.29	6.7
79.63	1001.58	1.24	88.09	15.28	25.5	25.52	14.64
61.64	1002.28	0.77	2.32	19.84	25.36	24.49	9.62
81.04	1000.99	1.98	153.06	15.59	26.05	26.18	15.98
84.24	1001.7	1.98	155.95	15.65	25.86	26.12	15.98
